FunctionalAssessment,ADL,MMSE,Reward,Nb Actions for Group 1 (Equal Choice for Recourse),Nb Actions for Group 2 (Equal Choice for Recourse),Average Number of Actions (Equal Choice for Recourse),Difference in Number of Actions (Equal Choice for Recourse),Mean Gower Distance
5.1629,0.237,0.0,1043.12,1.0,1.0,1.0,0.0,0.172
,,,,,,,,
5.0418,0.0,0.8459,1043.2,1.0,1.0,1.0,0.0,0.1701
,,,,,,,,
4.0741,1.6593,0.0,1042.58,1.0,1.0,1.0,0.0,0.1855
,,,,,,,,
4.0873,1.5322,0.8685,1042.33,1.0,1.0,1.0,0.0,0.1917
,,,,,,,,
4.1656,1.0983,0.0,1043.15,1.0,1.0,1.0,0.0,0.1713
,,,,,,,,
3.4625,2.4445,0.0,1042.44,1.0,1.0,1.0,0.0,0.1889
,,,,,,,,
4.3955,0.8562,0.808,1042.83,1.0,1.0,1.0,0.0,0.1793
,,,,,,,,
4.101,1.4925,0.6465,1042.46,1.0,1.0,1.0,0.0,0.1885
,,,,,,,,
3.599,1.5351,2.2434,1041.17,1.0,1.0,1.0,0.0,0.1919
,,,,,,,,
4.0976,1.0582,2.3663,1042.23,1.0,1.0,1.0,0.0,0.1943
,,,,,,,,
4.3133,1.1039,2.0847,1041.87,1.0,1.0,1.0,0.0,0.1991
,,,,,,,,
4.1373,0.8458,0.0,1043.51,1.0,1.0,1.0,0.0,0.1623
,,,,,,,,
4.1234,0.7468,0.0,1043.55,1.0,1.0,1.0,0.0,0.1587
,,,,,,,,
4.3077,0.8332,0.0,1043.22,1.0,1.0,1.0,0.0,0.167
,,,,,,,,
4.3236,0.7406,0.0,1043.42,1.0,1.0,1.0,0.0,0.1645
,,,,,,,,
4.1562,1.3955,0.0,1042.8,1.0,1.0,1.0,0.0,0.1801
,,,,,,,,
4.9943,0.2823,0.0,1043.25,1.0,1.0,1.0,0.0,0.1687
,,,,,,,,
4.1861,0.5437,0.0,1043.76,1.0,1.0,1.0,0.0,0.1539
,,,,,,,,
4.3171,1.3834,0.0,1042.62,1.0,1.0,1.0,0.0,0.1846
,,,,,,,,
4.1721,0.5573,0.0,1043.84,1.0,1.0,1.0,0.0,0.1539
,,,,,,,,
3.3726,1.9543,0.0,1043.12,1.0,1.0,1.0,0.0,0.1721
,,,,,,,,
4.2739,1.3755,0.0,1042.68,1.0,1.0,1.0,0.0,0.1831
,,,,,,,,
4.0719,1.4312,0.0,1042.86,1.0,1.0,1.0,0.0,0.1786
,,,,,,,,
5.0131,0.2761,0.0,1043.24,1.0,1.0,1.0,0.0,0.1691
,,,,,,,,
5.0685,0.3345,0.0,1043.1,1.0,1.0,1.0,0.0,0.1726
,,,,,,,,
4.0753,1.2749,0.0,1043.04,1.0,1.0,1.0,0.0,0.1741
,,,,,,,,
4.1533,1.085,0.0,1043.18,1.0,1.0,1.0,0.0,0.1705
,,,,,,,,
4.3191,0.8432,0.0,1043.29,1.0,1.0,1.0,0.0,0.1677
,,,,,,,,
5.0183,0.2481,0.0,1043.27,1.0,1.0,1.0,0.0,0.1683
,,,,,,,,
4.1174,0.9969,0.8182,1042.97,1.0,1.0,1.0,0.0,0.1757
,,,,,,,,
5.0491,0.2516,0.0,1043.23,1.0,1.0,1.0,0.0,0.1693
,,,,,,,,
4.3144,1.0927,0.0,1042.98,1.0,1.0,1.0,0.0,0.1756
,,,,,,,,
4.1657,1.1207,0.8621,1042.74,1.0,1.0,1.0,0.0,0.1816
,,,,,,,,
3.6133,1.8729,0.0,1042.91,1.0,1.0,1.0,0.0,0.1773
,,,,,,,,
4.9741,0.2784,0.0,1043.28,1.0,1.0,1.0,0.0,0.168
,,,,,,,,
5.0874,0.0,0.0,1043.52,1.0,1.0,1.0,0.0,0.162
,,,,,,,,
4.1805,0.5635,0.0,1043.82,1.0,1.0,1.0,0.0,0.1544
,,,,,,,,
4.2823,1.0793,2.4443,1041.94,1.0,1.0,1.0,0.0,0.2014
,,,,,,,,
4.3346,0.5529,0.0,1043.65,1.0,1.0,1.0,0.0,0.1587
,,,,,,,,
4.3584,0.5629,0.0,1043.61,1.0,1.0,1.0,0.0,0.1597
,,,,,,,,
5.0064,0.2608,0.0,1043.26,1.0,1.0,1.0,0.0,0.1684
,,,,,,,,
4.1462,0.7889,0.0,1043.57,1.0,1.0,1.0,0.0,0.1607
,,,,,,,,
4.2183,1.1012,0.0,1043.08,1.0,1.0,1.0,0.0,0.173
,,,,,,,,
4.3457,0.5212,0.0,1043.59,1.0,1.0,1.0,0.0,0.1579
,,,,,,,,
4.1274,0.5574,0.0,1043.9,1.0,1.0,1.0,0.0,0.1526
,,,,,,,,
4.1352,0.6378,0.8158,1043.42,1.0,1.0,1.0,0.0,0.1645
,,,,,,,,
5.1243,0.2696,0.0,1043.12,1.0,1.0,1.0,0.0,0.172
,,,,,,,,
4.3074,1.2464,0.0,1042.79,1.0,1.0,1.0,0.0,0.1802
,,,,,,,,
5.2151,0.2953,0.5946,1042.72,1.0,1.0,1.0,0.0,0.182
,,,,,,,,
4.1722,0.512,0.0,1043.9,1.0,1.0,1.0,0.0,0.1524
,,,,,,,,
4.2058,0.4507,0.0,1043.94,1.0,1.0,1.0,0.0,0.1514
,,,,,,,,
4.2791,0.5987,0.8037,1043.14,1.0,1.0,1.0,0.0,0.1675
,,,,,,,,
4.168,1.0943,0.0,1043.15,1.0,1.0,1.0,0.0,0.1712
,,,,,,,,
4.2456,1.1502,0.0,1042.98,1.0,1.0,1.0,0.0,0.1754
,,,,,,,,
4.1176,1.394,0.0,1042.84,1.0,1.0,1.0,0.0,0.1789
,,,,,,,,
4.1938,0.9185,0.0,1043.34,1.0,1.0,1.0,0.0,0.1664
,,,,,,,,
4.2554,0.8472,0.0,1043.36,1.0,1.0,1.0,0.0,0.1659
,,,,,,,,
4.117,1.3608,0.0,1042.88,1.0,1.0,1.0,0.0,0.1779
,,,,,,,,
5.2098,0.2295,0.0,1043.08,1.0,1.0,1.0,0.0,0.173
