FunctionalAssessment,ADL,MMSE,Reward,Nb Actions for Group 1 (Equal Choice for Recourse),Nb Actions for Group 2 (Equal Choice for Recourse),Average Number of Actions (Equal Choice for Recourse),Difference in Number of Actions (Equal Choice for Recourse),Mean Gower Distance
2.557,1.9355,3.2575,1109.16,1.0,1.0,1.0,0.0,0.176
,,,,,,,,
1.0716,3.152,10.0961,1096.0,1.0,1.0,1.0,0.0,0.2434
,,,,,,,,
0.5656,3.2606,9.2575,1102.06,1.0,1.0,1.0,0.0,0.2224
,,,,,,,,
2.8666,2.3187,2.7827,1107.53,1.0,1.0,1.0,0.0,0.1912
,,,,,,,,
2.815,2.2194,2.2138,1108.6,1.0,1.0,1.0,0.0,0.1804
,,,,,,,,
2.5471,2.1464,8.1707,1100.7,1.0,1.0,1.0,0.0,0.2364
,,,,,,,,
2.8229,2.4785,3.5949,1106.08,1.0,1.0,1.0,0.0,0.2038
,,,,,,,,
2.4306,3.1482,1.5853,1107.36,1.0,1.0,1.0,0.0,0.1905
,,,,,,,,
2.9044,2.0737,1.7415,1109.23,1.0,1.0,1.0,0.0,0.1732
,,,,,,,,
3.7024,1.9763,2.5895,1106.47,1.0,1.0,1.0,0.0,0.202
,,,,,,,,
2.6526,1.7033,4.1449,1108.56,1.0,1.0,1.0,0.0,0.1815
,,,,,,,,
2.6231,1.8306,3.1095,1109.32,1.0,1.0,1.0,0.0,0.1731
,,,,,,,,
2.6432,2.1773,2.4364,1109.1,1.0,1.0,1.0,0.0,0.1767
,,,,,,,,
2.8474,2.9353,3.0668,,,,,,
1.3073,3.1278,8.9577,1220.12,2.0,2.0,2.0,0.0,0.2254
,,,,,,,,
2.6296,2.3144,1.6656,1106.18,1.0,1.0,1.0,0.0,0.1719
,,,,,,,,
0.5099,3.0496,9.3496,1098.36,1.0,1.0,1.0,0.0,0.2153
,,,,,,,,
3.7672,1.4143,5.0649,1103.34,1.0,1.0,1.0,0.0,0.214
,,,,,,,,
0.8131,4.8069,6.5126,1099.98,1.0,1.0,1.0,0.0,0.2455
,,,,,,,,
2.7295,2.3477,1.0533,1107.36,1.0,1.0,1.0,0.0,0.169
,,,,,,,,
2.5969,2.5508,4.8763,1104.25,1.0,1.0,1.0,0.0,0.2139
,,,,,,,,
2.6696,1.9335,2.307,1105.81,1.0,1.0,1.0,0.0,0.1686
,,,,,,,,
1.4721,3.5444,2.4459,1106.78,1.0,1.0,1.0,0.0,0.1838
,,,,,,,,
2.3496,2.3095,5.4158,1103.44,1.0,1.0,1.0,0.0,0.2055
,,,,,,,,
2.77,1.5386,4.6895,1103.36,1.0,1.0,1.0,0.0,0.1857
,,,,,,,,
0.2904,2.8784,13.1483,,,,,,
2.6193,2.9109,7.012,1227.19,2.0,2.0,2.0,0.0,0.2443
,,,,,,,,
0.4512,2.2429,12.8979,,,,,,
4.2347,3.0836,5.5693,1224.6,2.0,2.0,2.0,0.0,0.2533
,,,,,,,,
2.7922,1.9507,4.3045,1104.7,1.0,1.0,1.0,0.0,0.1948
,,,,,,,,
2.8587,2.4705,-0.1383,1108.9,1.0,1.0,1.0,0.0,0.1662
,,,,,,,,
3.7486,1.9725,1.9704,1107.19,1.0,1.0,1.0,0.0,0.1964
,,,,,,,,
0.3691,2.3428,13.0308,,,,,,
3.0096,3.2147,8.3872,1347.53,3.0,3.0,3.0,0.0,0.242
3.1137,1.7418,6.0938,,,,,,
,,,,,,,,
2.5827,1.9723,3.0465,1109.2,1.0,1.0,1.0,0.0,0.1755
,,,,,,,,
2.8355,2.229,3.0894,1107.49,1.0,1.0,1.0,0.0,0.191
,,,,,,,,
0.5609,3.4178,10.9352,1099.51,1.0,1.0,1.0,0.0,0.2434
,,,,,,,,
1.1707,3.7102,8.2567,1100.58,1.0,1.0,1.0,0.0,0.2439
,,,,,,,,
2.9386,2.1241,1.9419,1108.57,1.0,1.0,1.0,0.0,0.1779
,,,,,,,,
1.9685,3.0712,2.5354,1100.76,1.0,1.0,1.0,0.0,0.1855
,,,,,,,,
1.4342,3.1516,7.2858,1100.9,1.0,1.0,1.0,0.0,0.2249
,,,,,,,,
1.6556,2.1589,11.6909,1099.17,1.0,1.0,1.0,0.0,0.2462
,,,,,,,,
2.6259,2.2777,4.0897,1105.94,1.0,1.0,1.0,0.0,0.1977
,,,,,,,,
2.367,2.9831,1.1714,1107.87,1.0,1.0,1.0,0.0,0.1792
,,,,,,,,
2.8685,1.9207,2.3476,1108.98,1.0,1.0,1.0,0.0,0.1743
,,,,,,,,
2.5857,1.7306,4.2469,1108.24,1.0,1.0,1.0,0.0,0.1816
,,,,,,,,
2.6723,2.114,2.5373,1108.72,1.0,1.0,1.0,0.0,0.1767
,,,,,,,,
2.8221,1.7592,3.4472,1107.04,1.0,1.0,1.0,0.0,0.1802
,,,,,,,,
2.602,2.3203,2.7366,1108.26,1.0,1.0,1.0,0.0,0.1832
,,,,,,,,
1.9478,2.9598,3.2991,1106.16,1.0,1.0,1.0,0.0,0.19
,,,,,,,,
2.6873,2.4314,3.9103,1101.72,1.0,1.0,1.0,0.0,0.202
,,,,,,,,
2.6352,1.7413,4.1042,1107.07,1.0,1.0,1.0,0.0,0.1817
,,,,,,,,
2.5376,2.3659,6.0758,1102.09,1.0,1.0,1.0,0.0,0.2199
,,,,,,,,
2.577,1.9362,5.0751,1104.66,1.0,1.0,1.0,0.0,0.1968
,,,,,,,,
2.0241,1.8671,10.258,1103.22,1.0,1.0,1.0,0.0,0.2342
,,,,,,,,
1.9071,2.8572,6.3732,,,,,,
2.8013,2.7317,7.8088,1344.57,3.0,3.0,3.0,0.0,0.2398
2.6953,2.4264,7.5093,,,,,,
,,,,,,,,
2.858,1.8034,3.2409,1107.95,1.0,1.0,1.0,0.0,0.1803
,,,,,,,,
2.6336,1.9105,2.5879,1109.39,1.0,1.0,1.0,0.0,0.1701
,,,,,,,,
2.6223,2.0099,2.098,1108.55,1.0,1.0,1.0,0.0,0.1673
,,,,,,,,
2.6696,1.9479,3.7922,1106.12,1.0,1.0,1.0,0.0,0.1856
,,,,,,,,
2.8425,1.5023,4.4085,1105.75,1.0,1.0,1.0,0.0,0.1835
,,,,,,,,
4.2286,1.3466,2.8454,1104.66,1.0,1.0,1.0,0.0,0.1999
,,,,,,,,
2.3979,2.9056,0.7023,1106.47,1.0,1.0,1.0,0.0,0.1726
,,,,,,,,
1.566,2.6521,9.1581,1099.99,1.0,1.0,1.0,0.0,0.2338
,,,,,,,,
2.5578,2.1582,3.2054,1108.2,1.0,1.0,1.0,0.0,0.1822
,,,,,,,,
2.5574,2.3845,3.0026,1105.7,1.0,1.0,1.0,0.0,0.1868
,,,,,,,,
0.5847,3.8894,7.7474,,,,,,
2.2463,2.7141,5.356,1103.93,1.0,1.0,1.0,0.0,0.2197
,,,,,,,,
2.4357,3.9011,1.7223,1105.57,1.0,1.0,1.0,0.0,0.2142
,,,,,,,,
1.734,2.302,5.9769,,,,,,
1.169,3.6993,9.6588,1224.43,2.0,2.0,2.0,0.0,0.2067
1.8789,3.1272,1.0882,,,,,,
,,,,,,,,
2.5789,1.5056,5.7293,1107.4,1.0,1.0,1.0,0.0,0.1909
,,,,,,,,
2.7275,2.2458,4.9594,1101.26,1.0,1.0,1.0,0.0,0.2092
,,,,,,,,
3.7623,1.3216,6.0548,1100.43,1.0,1.0,1.0,0.0,0.222
,,,,,,,,
2.9517,1.7023,3.1923,1105.69,1.0,1.0,1.0,0.0,0.1792
,,,,,,,,
2.0766,2.9597,2.5639,1104.01,1.0,1.0,1.0,0.0,0.1857
,,,,,,,,
2.5887,1.5702,4.3194,1108.94,1.0,1.0,1.0,0.0,0.1775
,,,,,,,,
2.6293,1.6882,5.0531,1103.9,1.0,1.0,1.0,0.0,0.1904
,,,,,,,,
0.8571,2.5214,12.2333,,,,,,
3.4854,3.2634,11.502,,,,,,
1.3867,3.1482,6.0351,1348.17,3.0,3.0,3.0,0.0,0.2981
3.7626,5.4399,13.0337,,,,,,
,,,,,,,,
3.1111,2.587,6.7188,,,,,,
2.3203,2.7771,8.6428,1344.98,3.0,3.0,3.0,0.0,0.2385
2.4367,2.4193,5.4487,,,,,,
,,,,,,,,
1.0776,2.9119,7.7776,,,,,,
1.0188,3.3864,5.6201,1098.75,1.0,1.0,1.0,0.0,0.2067
,,,,,,,,
1.9934,2.3287,8.7931,1100.34,1.0,1.0,1.0,0.0,0.2326
,,,,,,,,
2.3619,2.905,6.6514,,,,,,
2.485,2.2675,6.083,1221.0,2.0,2.0,2.0,0.0,0.2265
,,,,,,,,
2.7948,2.269,2.8533,1103.46,1.0,1.0,1.0,0.0,0.1884
,,,,,,,,
1.7477,2.8345,4.2092,1104.06,1.0,1.0,1.0,0.0,0.1905
,,,,,,,,
1.7382,2.9098,3.0745,1105.28,1.0,1.0,1.0,0.0,0.1799
,,,,,,,,
1.3058,1.5529,12.2095,,,,,,
2.7087,2.2665,-0.1618,1107.52,1.0,1.0,1.0,0.0,0.1891
,,,,,,,,
1.695,2.968,3.7859,,,,,,
2.9704,1.6592,7.252,,,,,,
1.6617,1.5378,10.4399,1479.84,4.0,4.0,4.0,0.0,0.224
3.9397,3.6263,3.5826,,,,,,
,,,,,,,,
2.5957,2.5753,0.8605,1109.44,1.0,1.0,1.0,0.0,0.17
,,,,,,,,
2.6068,2.2495,4.2346,,,,,,
2.7538,3.4134,5.6652,1223.1100000000001,2.0,2.0,2.0,0.0,0.2254
,,,,,,,,
2.733,1.6486,4.9946,1101.13,1.0,1.0,1.0,0.0,0.1915
,,,,,,,,
2.51,2.5916,4.8796,,,,,,
0.5106,4.1025,13.0998,1224.17,2.0,2.0,2.0,0.0,0.2475
,,,,,,,,
3.1697,1.9377,3.3762,1102.69,1.0,1.0,1.0,0.0,0.1947
,,,,,,,,
2.7737,2.3303,0.0,1110.62,1.0,1.0,1.0,0.0,0.158
,,,,,,,,
3.3161,1.7543,2.304,1108.02,1.0,1.0,1.0,0.0,0.1812
,,,,,,,,
2.527,2.3334,4.5529,1099.65,1.0,1.0,1.0,0.0,0.2017
,,,,,,,,
2.4577,2.7153,7.3071,,,,,,
2.8671,4.0687,11.4546,,,,,,
3.738,5.1562,11.1655,1470.51,4.0,4.0,4.0,0.0,0.3277
4.7689,5.285,4.1293,,,,,,
,,,,,,,,
2.7767,1.8615,3.916,1107.85,1.0,1.0,1.0,0.0,0.1873
,,,,,,,,
2.7098,1.2657,6.66,1103.68,1.0,1.0,1.0,0.0,0.1974
,,,,,,,,
2.2923,2.9233,4.2196,1102.62,1.0,1.0,1.0,0.0,0.2091
,,,,,,,,
2.6831,2.7666,1.4982,1107.68,1.0,1.0,1.0,0.0,0.1853
,,,,,,,,
2.2973,3.0376,2.5676,1102.28,1.0,1.0,1.0,0.0,0.1943
,,,,,,,,
2.929,1.8775,2.5279,1108.62,1.0,1.0,1.0,0.0,0.1767
,,,,,,,,
1.7853,2.8595,4.4238,,,,,,
2.589,1.9252,4.1594,1223.95,2.0,2.0,2.0,0.0,0.1907
,,,,,,,,
3.3374,1.8444,1.7683,1108.93,1.0,1.0,1.0,0.0,0.1786
,,,,,,,,
3.1603,1.9381,0.7941,1106.44,1.0,1.0,1.0,0.0,0.1657
,,,,,,,,
3.087,1.8304,3.3151,1107.88,1.0,1.0,1.0,0.0,0.1884
,,,,,,,,
3.2109,1.9203,1.8045,1103.28,1.0,1.0,1.0,0.0,0.1778
,,,,,,,,
2.9991,2.2073,0.0,1110.55,1.0,1.0,1.0,0.0,0.1606
,,,,,,,,
3.3699,1.4827,3.5023,1107.8,1.0,1.0,1.0,0.0,0.1876
,,,,,,,,
2.0292,2.9237,2.1539,1106.28,1.0,1.0,1.0,0.0,0.1786
,,,,,,,,
3.1352,2.0793,0.4688,1109.69,1.0,1.0,1.0,0.0,0.1657
,,,,,,,,
1.0358,4.1027,3.1561,1102.88,1.0,1.0,1.0,0.0,0.195
,,,,,,,,
2.842,2.3229,2.1323,1108.49,1.0,1.0,1.0,0.0,0.1834
,,,,,,,,
1.4709,2.6995,8.6329,1099.72,1.0,1.0,1.0,0.0,0.227
,,,,,,,,
2.681,1.9378,2.5374,1109.07,1.0,1.0,1.0,0.0,0.1716
,,,,,,,,
2.426,2.6293,7.4331,,,,,,
2.3722,4.0002,10.6602,1341.92,3.0,3.0,3.0,0.0,0.2809
4.7331,3.1299,4.9473,,,,,,
,,,,,,,,
2.6673,2.0803,2.3768,1102.88,1.0,1.0,1.0,0.0,0.1738
,,,,,,,,
1.9212,3.0402,2.4872,1107.52,1.0,1.0,1.0,0.0,0.1826
,,,,,,,,
2.801,2.0075,1.6908,1109.91,1.0,1.0,1.0,0.0,0.1677
,,,,,,,,
2.4367,3.0413,0.846,1108.31,1.0,1.0,1.0,0.0,0.1793
,,,,,,,,
2.5735,2.6167,4.4594,1101.07,1.0,1.0,1.0,0.0,0.2106
,,,,,,,,
1.1377,3.4411,5.1294,,,,,,
2.393,1.933,4.0716,1101.57,1.0,1.0,1.0,0.0,0.1905
